player_name,role_x,nationality_x,season,auction_price_cr,is_overseas,role_y,nationality_y,team,runs,batting_avg,strike_rate,fifties,hundreds,dot_ball_pct,boundary_pct,six_pct,career_avg,career_sr,career_runs,career_fifties,career_hundreds,seasons_played,wickets,bowling_avg,economy_rate,bowling_sr,bowl_dot_pct,death_economy,pp_wickets,career_wickets,career_economy,career_bowl_avg,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_articles,team_enc,season_enc,runs_per_match,impact_score,milestone_score,consistency_score,powerplay_value,dot_ball_risk,bowling_impact,death_specialist,powerplay_bowler,wicket_taker_score,economy_score,is_allrounder,allrounder_score,dual_threat_bonus,experience_score,veteran_flag,young_prospect,peak_experience,overseas_premium,prev_price,price_trend,log_prev_price,target
Virat Kohli,Batter,Indian,2019,18.55,-0.7716901048850686,Batter,Indian,RCB,2.1666635793751925,2.014617091423881,-1.2146382709753853,1.430496472220887,0.0,-0.968307627062185,1.18567791637024,0.3784971786534896,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,-1.530551743384316,-0.0726257964215159,-0.2735502445185219,3.557352908098953,0.6947955607901944,1.0406903705626374,-0.968307627062185,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,2.3873265691123313,3.763419376361232,1.6868399193990076,18.55
Virat Kohli,Batter,Indian,2020,14.73,-0.7716901048850686,Batter,Indian,RCB,1.8020841797142986,0.08516457361978244,-1.0035596021518327,1.430496472220887,0.0,-1.4094261411660707,0.5809311857370512,-0.9524590223966476,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,-0.9407597554316083,-0.15031473938146098,-0.8152913291150948,3.557352908098953,0.6947955607901944,-0.4729838333839028,-1.409426141166071,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,2.3873265691123313,-1.1898134471823314,1.6868399193990076,14.73
Virat Kohli,Batter,Indian,2021,20.0,-0.7716901048850686,Batter,Indian,RCB,0.8169440997795426,1.7951532979295761,-1.3866282974242061,0.5642683312598381,0.0,-0.8161977946125691,0.5172736351440842,-1.4515675977904487,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,-0.3509677674789003,-0.3602401809966317,-0.4309531548526493,3.2339571891808667,0.6947955607901944,-0.9424144409369447,-0.8161977946125699,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,1.5051956480050586,0.8229217502254016,1.2671128813635382,20.0
Virat Kohli,Batter,Indian,2022,15.0,-0.7716901048850686,Batter,Indian,RCB,2.259747681416272,1.6976138341543292,-0.3781413241561228,1.430496472220887,0.0,0.9939092115378589,1.2015923040184822,0.41546818423821547,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,0.2388242204738077,-0.05279032162323206,0.029284804651821105,3.557352908098953,0.6947955607901944,1.0822046419788933,0.9939092115378583,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,2.722166840213259,-1.4510926037215088,1.8249701153269502,15.0
Virat Kohli,Batter,Indian,2023,15.0,-0.7716901048850686,Batter,Indian,RCB,2.01928041781015,-0.036759756099276016,-1.0895546153762437,1.430496472220887,0.0,1.4350277256417456,1.8699965852446379,-0.41637944141812017,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,0.8286162084265156,-0.104031964852132,-0.8980679405367629,3.557352908098953,0.6947955607901944,0.7660574981166418,1.4350277256417454,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,1.5675452157273002,-0.34397753364024763,1.299970073804072,15.0
Virat Kohli,Batter,Indian,2024,15.0,-0.7716901048850686,Batter,Indian,RCB,0.5842338446768444,0.9584475852325378,-1.2302737279252782,0.5642683312598381,0.0,-0.48155616322341394,0.07167078099331446,-1.0264010335660998,1.2339800805409578,-0.8533414874879772,2.8139331181970437,2.5725542137922854,4.236389899586172,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,3.037496221561224,3.3659482823291023,-2.383259827825761,-0.9588247964492118,0.37554858757314175,1.4184081963792237,-0.4098288679923413,-0.6342015730510796,3.2339571891808667,0.6947955607901944,-0.8434188706366428,-0.481556163223414,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,1.5675452157273002,-0.34397753364024763,1.299970073804072,15.0
Rohit Sharma,Batter,Indian,2019,19.01,-0.7716901048850686,Batter,Indian,MI,1.507317856584214,-0.2440311166216751,-0.06543218515826726,1.430496472220887,0.0,0.7961664293533588,0.8355613881089201,1.6539968713265372,-0.0969953731891917,-0.7979790700244517,2.1578133422299173,1.940542624936741,0.1579670810015183,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,-0.6818310445959398,-0.48654174132893674,0.7156925342603466,-2.4550129403589716,-0.19941528774099446,-1.530551743384316,-0.21312707624269314,-0.4439427154142035,0.6467914378361733,-0.3798513013337191,1.9316505032653477,0.7961664293533584,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,2.4935517585650397,3.865273962808708,1.7317400288989144,19.01
Rohit Sharma,Batter,Indian,2020,11.97,-0.7716901048850686,Batter,Indian,MI,0.16535538549198758,-0.25165138722911634,-0.22960448313214096,0.5642683312598381,0.0,-0.6945099286528764,-0.16704503373031246,0.5448667037847564,-0.0969953731891917,-0.7979790700244517,2.1578133422299173,1.940542624936741,0.1579670810015183,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,-0.6818310445959398,-0.48654174132893674,0.7156925342603466,-2.4550129403589716,-0.19941528774099446,-0.9407597554316083,-0.4990885045846186,-0.5267193268358686,0.32339571891808666,-0.3798513013337191,0.37007521691543527,-0.6945099286528772,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,2.4935517585650397,-1.9027955523146636,1.7317400288989144,11.97
Rohit Sharma,Batter,Indian,2021,12.17,-0.7716901048850686,Batter,Indian,MI,0.514420768146035,0.5469529724307155,-0.9097468604524758,0.5642683312598381,0.0,0.6744785633936665,1.7426814840587017,2.042192429966161,-0.0969953731891917,-0.7979790700244517,2.1578133422299173,1.940542624936741,0.1579670810015183,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,-0.6818310445959398,-0.48654174132893674,0.7156925342603466,-2.4550129403589716,-0.19941528774099446,-0.3509677674789003,-0.4247054740910542,-0.5921765241754643,0.32339571891808666,-0.3798513013337191,2.8130304194873834,0.6744785633936664,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,0.8678445112888091,-0.29969293083699733,0.8946374228851488,12.17
Rohit Sharma,Batter,Indian,2022,16.0,-0.7716901048850686,Batter,Indian,MI,0.6462899127042306,0.20251674097437602,-0.18269811228246308,0.5642683312598381,0.0,1.6479814910712076,1.5357944446315588,-1.617937122921716,-0.0969953731891917,-0.7979790700244517,2.1578133422299173,1.940542624936741,0.1579670810015183,1.6687082045337533,-0.1335615225579974,-0.11011637516770331,0.04844956549804126,-0.10629953893967904,-0.05858932243041457,0.0706308078978602,-0.2106969915486166,-0.04232905947149176,0.20519954860304615,-0.13495686417356192,-0.6818310445959398,-0.48654174132893674,0.7156925342603466,-2.4550129403589716,-0.19941528774099446,0.2388242204738077,-0.39660521812681876,-0.35199700241967324,0.32339571891808666,-0.3798513013337191,-0.4729838333839028,1.6479814910712067,-0.04674513848888246,-0.5719290198427753,-0.404888165089458,-0.0826844950008211,-0.048952239838218385,0.0,0.0,0.0,1.6687082045337533,0.5665070454620487,-0.24433888871261047,-1.2392393980641052,-0.7716901048850686,0.9140293762682473,0.5040726100419984,0.9241807337254603,16.0
